time,speed,acceleration,force,power,distance
7.480000019,-1.179999948,-2.24000001,19.70000076,-23.23999977,10.25
7.5,-1.24000001,-3.25999999,19.98999977,-24.79000092,10.22999954
7.519999981,-1.289999962,-2.480000019,20.68000031,-26.67000008,10.19999981
7.539999962,-1.309999943,-0.699999988,21.45999908,-28.12000084,10.17000008
7.559999943,-1.279999971,1.360000014,22.34000015,-28.60000038,10.14999962
7.579999924,-1.220000029,3.109999895,22.82999992,-27.86000061,10.13000011
7.599999905,-1.139999986,3.710000038,22.93000031,-26.13999939,10.10999966
7.619999886,-1.080000043,3.109999895,22.73999977,-24.54999924,10.09000015
7.639999866,-1.049999952,1.669999957,22.34000015,-23.45999908,10.06999969
7.659999847,-1.049999952,-0.319999993,21.76000023,-22.84000015,10.05000019
7.679999828,-1.100000024,-2.190000057,21.45999908,-23.61000061,10.02000046
7.699999809,-1.159999967,-3.269999981,21.45999908,-24.89999962,9.989999771
7.71999979,-1.24000001,-3.940000057,21.76000023,-26.97999954,9.970000267
7.739999771,-1.320000052,-3.940000057,22.25,-29.36000061,9.93999958
7.760000229,-1.379999995,-3.180000067,22.93000031,-31.64999962,9.909999847
7.78000021,-1.429999948,-2.49000001,23.52000046,-33.63000107,9.880000114
7.800000191,-1.470000029,-1.909999967,23.90999985,-35.15000153,9.850000381
7.820000172,-1.5,-1.669999957,24.11000061,-36.15999985,9.819999695
7.840000153,-1.529999971,-1.50999999,24.11000061,-36.88999939,9.779999733
7.860000134,-1.570000052,-1.620000005,24.01000023,-37.70000076,9.75
7.880000114,-1.590000033,-1.320000052,23.80999947,-37.86000061,9.720000267
7.900000095,-1.600000024,-0.540000021,23.52000046,-37.63000107,9.68999958
7.920000076,-1.580000043,1.059999943,23.31999969,-36.84999847,9.659999847
7.940000057,-1.519999981,3.150000095,23.12999916,-35.15000153,9.630000114
7.960000038,-1.419999957,4.989999771,22.82999992,-32.41999817,9.609999657
7.980000019,-1.299999952,5.909999847,22.34000015,-29.04999924,9.590000153
8,-1.190000057,5.659999847,21.76000023,-25.88999939,9.56000042
8.020000458,-1.110000014,4.179999828,21.17000008,-23.5,9.539999962
8.039999962,-1.070000052,1.889999986,20.57999992,-22.02000046,9.520000458
8.06000042,-1.059999943,0.129999995,20.19000053,-21.39999962,9.5
8.079999924,-1.080000043,-0.560000002,20.19000053,-21.79999924,9.479999542
8.100000381,-1.090000033,-0.600000024,20.37999916,-22.21999931,9.460000038
8.119999886,-1.090000033,0.039999999,20.87000084,-22.75,9.430000305
8.140000343,-1.070000052,0.829999983,21.36000061,-22.86000061,9.409999847
8.159999847,-1.049999952,1.129999995,21.85000038,-22.95000076,9.390000343
8.180000305,-1.029999971,1.029999971,22.04999924,-22.70999908,9.369999886
8.199999809,-1.00999999,0.660000026,22.14999962,-22.37000084,9.350000381
8.220000267,-1.019999981,-0.059999999,22.04999924,-22.48999977,9.329999924
8.239999771,-1.039999962,-1.159999967,22.04999924,-22.93000031,9.31000042
8.260000229,-1.080000043,-2.25,22.04999924,-23.80999947,9.289999962
8.279999733,-1.149999976,-3.549999952,22.14999962,-25.46999931,9.260000229
8.300000191,-1.25,-4.769999981,22.44000053,-28.04999924,9.229999542
8.319999695,-1.360000014,-5.409999847,22.82999992,-31.04999924,9.199999809
8.340000153,-1.470000029,-5.659999847,23.42000008,-34.43000031,9.170000076
8.359999657,-1.580000043,-5.25,24.01000023,-37.93999863,9.130000114
8.380000114,-1.659999967,-4.090000153,24.5,-40.66999817,9.090000153
8.399999619,-1.700000048,-1.840000033,24.88999939,-42.31999969,9.06000042
8.420000076,-1.679999948,0.569999993,24.98999977,-41.97999954,9.029999733
8.43999958,-1.610000014,3.869999886,24.88999939,-40.08000183,9
8.460000038,-1.470000029,7.010000229,24.39999962,-35.86999893,8.979999542
8.479999542,-1.299999952,8.409999847,23.52000046,-30.57999992,8.960000038
8.5,-1.149999976,7.570000172,22.44000053,-25.80999947,8.93999958
8.520000458,-1.029999971,5.570000172,21.36000061,-22,8.920000076
8.539999962,-0.980000019,2.519999981,20.37999916,-19.97999954,8.899999619
8.56000042,-0.99000001,-0.469999999,19.79999924,-19.60000038,8.880000114
8.579999924,-1.029999971,-1.870000005,19.70000076,-20.29000092,8.859999657
8.600000381,-1.070000052,-1.909999967,19.98999977,-21.38999939,8.840000153
8.619999886,-1.100000024,-1.480000019,20.68000031,-22.75,8.81000042
8.640000343,-1.120000005,-0.850000024,21.55999947,-24.14999962,8.789999962
8.659999847,-1.120000005,-0.079999998,22.25,-24.92000008,8.770000458
8.680000305,-1.110000014,0.569999993,22.82999992,-25.35000038,8.75
